Reported Date,Total Dead and Missing,Location Coordinates
2009-11-23,2.0,"33.3386, 44.3939"
2009-11-23,1.0,"33.3386, 44.3939"
2009-11-23,2.0,"33.3386, 44.3939"
2009-11-23,2.0,"33.3386, 44.3939"
2009-11-23,2.0,"33.3386, 44.3939"
2009-11-23,2.0,"33.3386, 44.3939"
2009-11-23,4.0,"33.3386, 44.3939"
2009-11-23,1.0,"33.3386, 44.3939"
2009-11-23,4.0,"33.3386, 44.3939"
2009-11-24,1.0,"35.4722, 44.3923"
2009-11-24,3.0,"33.3386, 44.3939"
2009-11-24,3.0,"33.3386, 44.3939"
2009-11-24,2.0,"33.3386, 44.3939"
2009-11-24,2.0,"33.3386, 44.3939"
2009-11-24,2.0,"31.829, 70.8986"
2009-11-24,1.0,"6.4318, 101.8214"
2009-11-24,1.0,"6.4318, 101.8214"
2009-11-24,1.0,"6.864, 101.25"
2009-11-24,1.0,"6.5505, 101.2851"
2009-11-25,4.0,"33.3386, 44.3939"
2009-11-26,2.0,"42.98, 47.5"
2009-11-26,2.0,"33.3386, 44.3939"
2009-11-26,1.0,"33.3386, 44.3939"
2009-11-26,4.0,"33.3386, 44.3939"
2009-11-27,126.0,"57.8722, 34.0518"
2009-11-29,11.0,"22.7875, 86.1975"
2009-11-29,1.0,"33.3386, 44.3939"
2009-11-29,2.0,"33.3386, 44.3939"
2009-11-29,1.0,"18.0864, -15.9753"
2009-11-30,11.0,"35.4722, 44.3923"
2009-11-30,1.0,"24.8, 93.95"
2009-11-30,1.0,"6.864, 101.25"
2009-12-01,1.0,"35.4722, 44.3923"
2009-12-01,2.0,"33.3386, 44.3939"
2009-12-01,2.0,"34.005, 71.535"
2009-12-01,18.0,"34.005, 71.535"
2009-12-02,6.0,"33.7, 73.1666"
2009-12-03,84.0,"2.0667, 45.3667"
2009-12-03,7.0,"33.3386, 44.3939"
2009-12-03,1.0,"36.345, 43.145"
2009-12-04,5.0,"33.3386, 44.3939"
2009-12-05,6.0,"34.005, 71.535"
2009-12-05,4.0,"4.74, 45.2"
2009-12-05,1.0,"55.7522, 37.6155"
2009-12-05,1.0,"46.7307, -116.9986"
2009-12-06,1.0,"33.3386, 44.3939"
2009-12-07,10.0,"30.22, 67.025"
2009-12-07,23.0,"34.005, 71.535"
2009-12-07,201.0,"31.56, 74.35"
2009-12-07,1.0,"24.87, 66.99"
2009-12-07,48.0,"33.3386, 44.3939"
2009-12-07,6.0,"33.3386, 44.3939"
2009-12-07,2.0,"2.931, -75.3302"
2009-12-08,126.0,"33.3386, 44.3939"
2009-12-08,126.0,"33.3386, 44.3939"
2009-12-08,126.0,"33.3386, 44.3939"
2009-12-08,127.0,"33.3386, 44.3939"
2009-12-08,127.0,"33.3386, 44.3939"
2009-12-08,49.0,"30.2, 71.455"
2009-12-09,5.0,"33.3386, 44.3939"
2009-12-09,13.0,"33.3386, 44.3939"
2009-12-09,9.0,"33.3386, 44.3939"
2009-12-10,1.0,"36.345, 43.145"
2009-12-10,3.0,"36.345, 43.145"
2009-12-11,22.0,"33.1757, 68.7304"
2009-12-11,9.0,"33.3386, 44.3939"
2009-12-13,1.0,"35.4722, 44.3923"
2009-12-13,21.0,"36.345, 43.145"
2009-12-14,6.0,"33.3386, 44.3939"
2009-12-14,1.0,"33.3386, 44.3939"
2009-12-14,3.0,"33.3386, 44.3939"
2009-12-14,1.0,"33.3386, 44.3939"
2009-12-14,1.0,"6.864, 101.25"
2009-12-15,49.0,"34.5167, 69.1833"
2009-12-15,7.0,"33.3386, 44.3939"
2009-12-15,6.0,"33.3386, 44.3939"
2009-12-15,5.0,"33.3386, 44.3939"
2009-12-15,78.0,"30.0604, 70.6351"
2009-12-15,2.0,"33.3386, 44.3939"
2009-12-15,2.0,"33.3386, 44.3939"
2009-12-15,1.0,"33.3386, 44.3939"
2009-12-16,2.0,"33.3386, 44.3939"
2009-12-16,1.0,"35.4722, 44.3923"
2009-12-16,2.0,"33.3386, 44.3939"
2009-12-16,7.0,"33.3386, 44.3939"
2009-12-16,1.0,"36.345, 43.145"
2009-12-17,3.0,"33.6027, 71.4327"
2009-12-17,19.0,"33.3386, 44.3939"
2009-12-17,4.0,"33.3386, 44.3939"
2009-12-18,2.0,"2.0667, 45.3667"
2009-12-20,1.0,"35.4722, 44.3923"
2009-12-20,1.0,"35.4722, 44.3923"
2009-12-20,2.0,"38.9041, -76.518"
2009-12-21,1.0,"35.4722, 44.3923"
2009-12-21,2.0,"33.3386, 44.3939"
2009-12-21,2.0,"33.3386, 44.3939"
2009-12-21,2.0,"33.3386, 44.3939"
2009-12-21,1.0,"33.3386, 44.3939"
2009-12-21,13.0,"2.0667, 45.3667"
2009-12-22,2.0,"35.4722, 44.3923"
2009-12-22,1.0,"33.3386, 44.3939"
2009-12-22,6.0,"33.3386, 44.3939"
2009-12-22,2.0,"33.3386, 44.3939"
2009-12-22,1.0,"33.3386, 44.3939"
2009-12-22,1.0,"4.74, 45.2"
2009-12-22,21.0,"34.005, 71.535"
2009-12-23,6.0,"33.3386, 44.3939"
2009-12-23,1.0,"35.4722, 44.3923"
2009-12-23,2.0,"33.3386, 44.3939"
2009-12-23,5.0,"33.3386, 44.3939"
2009-12-23,31.0,"33.3386, 44.3939"
2009-12-23,4.0,"33.3386, 44.3939"
2009-12-23,2.0,"33.3386, 44.3939"
2009-12-23,1.0,"33.3386, 44.3939"
2009-12-23,5.0,"33.3386, 44.3939"
2009-12-23,6.0,"33.3386, 44.3939"
2009-12-23,11.0,"33.3386, 44.3939"
2009-12-23,7.0,"36.345, 43.145"
2009-12-23,1.0,"36.345, 43.145"
2009-12-24,42.0,"33.3386, 44.3939"
2009-12-24,25.0,"33.3386, 44.3939"
2009-12-24,4.0,"33.3386, 44.3939"
2009-12-24,3.0,"36.345, 43.145"
2009-12-24,4.0,"33.7, 73.1666"
2009-12-24,3.0,"36.728, 68.8725"
2009-12-25,9.0,"33.3386, 44.3939"
2009-12-25,32.0,"33.3386, 44.3939"
2009-12-25,5.0,"33.3386, 44.3939"
2009-12-25,3.0,"33.3386, 44.3939"
2009-12-25,10.0,"33.3386, 44.3939"
2009-12-25,3.0,"33.3386, 44.3939"
2009-12-25,23.0,"33.3386, 44.3939"
2009-12-25,2.0,"42.3834, -83.1024"
2009-12-26,6.0,"33.3386, 44.3939"
2009-12-26,10.0,"33.3386, 44.3939"
2009-12-26,8.0,"33.3386, 44.3939"
2009-12-26,1.0,"33.3386, 44.3939"
2009-12-26,11.0,"33.3386, 44.3939"
2009-12-26,8.0,"33.872, 35.5097"
2009-12-26,13.0,"24.87, 66.99"
2009-12-27,26.0,"24.87, 66.99"
2009-12-27,23.0,"35.4722, 44.3923"
2009-12-27,7.0,"33.3386, 44.3939"
2009-12-28,145.0,"24.87, 66.99"
2009-12-29,4.0,"33.3386, 44.3939"
2009-12-29,2.0,"33.3386, 44.3939"
2009-12-29,4.0,"33.3386, 44.3939"
2009-12-30,3.0,"33.3386, 44.3939"
2010-01-02,1.0,"35.4722, 44.3923"
2010-01-03,3.0,"36.345, 43.145"
2010-01-03,6.0,"39.232, 117.777"
2010-01-04,11.0,"2.0667, 45.3667"
2010-01-04,1.0,"54.6, -5.96"
2010-01-04,1.0,"54.5968, -5.9254"
2010-01-04,13.0,"36.345, 43.145"
2010-01-05,1.0,"30.22, 67.025"
2010-01-06,26.0,"42.98, 47.5"
2010-01-08,9.0,"-5.5596, 12.19"
2010-01-09,1.0,"36.345, 43.145"
2010-01-10,6.0,"33.3386, 44.3939"
2010-01-10,1.0,"32.32, -9.24"
2010-01-10,1.0,"35.8331, 14.4847"
2010-01-10,3.0,"36.345, 43.145"
2010-01-11,6.0,"34.005, 71.535"
2010-01-11,5.0,"33.3386, 44.3939"
2010-01-12,1.0,"35.6719, 51.4243"
2010-01-13,1.0,"30.22, 67.025"
2010-01-14,4.0,"6.864, 101.25"
2010-01-14,2.0,"6.864, 101.25"
2010-01-15,4.0,"34.5167, 69.1833"
2010-01-16,1.0,"33.3386, 44.3939"
2010-01-16,3.0,"33.3386, 44.3939"
2010-01-17,5.0,"33.3386, 44.3939"
2010-01-17,1.0,"36.345, 43.145"
2010-01-17,1.0,"17.2804, 80.1601"
2010-01-18,2.0,"33.3386, 44.3939"
2010-01-18,9.0,"33.3386, 44.3939"
2010-01-18,1.0,"36.345, 43.145"
2010-01-18,13.0,"34.5167, 69.1833"
2010-01-18,12.0,"34.5167, 69.1833"
2010-01-18,12.0,"34.5167, 69.1833"
2010-01-18,12.0,"34.5167, 69.1833"
2010-01-18,12.0,"34.5167, 69.1833"
2010-01-18,11.0,"34.5167, 69.1833"
2010-01-18,11.0,"34.5167, 69.1833"
2010-01-19,2.0,"24.8, 93.95"
2010-01-20,1.0,"36.345, 43.145"
2010-01-20,4.0,"34.005, 71.535"
2010-01-22,1.0,"36.345, 43.145"
2010-01-22,3.0,"33.3386, 44.3939"
2010-01-24,4.0,"33.3386, 44.3939"
2010-01-25,12.0,"2.0667, 45.3667"
2010-01-25,35.0,"33.3386, 44.3939"
2010-01-25,43.0,"33.3386, 44.3939"
2010-01-25,41.0,"33.3386, 44.3939"
2010-01-25,1.0,"59.9167, 10.75"
2010-01-25,2.0,"24.8, 93.95"
2010-01-26,98.0,"33.3386, 44.3939"
2010-01-26,17.0,"34.5167, 69.1833"
2010-01-27,6.0,"33.3386, 44.3939"
2010-01-27,1.0,"34.005, 71.535"
2010-01-28,3.0,"24.87, 66.99"
2010-01-29,10.0,"30.22, 67.025"
2010-01-30,2.0,"38.9041, -76.518"
2010-01-31,1.0,"24.87, 66.99"
2010-01-31,1.0,"24.87, 66.99"
2010-01-31,2.0,"24.87, 66.99"
2010-01-31,3.0,"24.87, 66.99"
2010-02-01,2.0,"33.3386, 44.3939"
2010-02-01,12.0,"33.3386, 44.3939"
2010-02-01,5.0,"33.3386, 44.3939"
2010-02-01,6.0,"33.3386, 44.3939"
2010-02-01,1.0,"23.7231, 90.4086"
2010-02-01,1.0,"-17.7539, -63.226"
2010-02-01,1.0,"36.9789, -122.0346"
2010-02-01,1.0,"-6.22, -36.03"
2010-02-01,1.0,"14.1167, 121.2833"
2010-02-01,1.0,"-0.5333, -90.35"
2010-02-02,3.0,"33.3386, 44.3939"
2010-02-03,1.0,"35.4722, 44.3923"
2010-02-03,4.0,"33.3386, 44.3939"
2010-02-03,3.0,"33.3386, 44.3939"
2010-02-03,1.0,"24.8, 93.95"
2010-02-04,1.0,"36.345, 43.145"
2010-02-05,1.0,"36.345, 43.145"
2010-02-05,4.0,"42.98, 47.5"
2010-02-05,1.0,"33.3386, 44.3939"
2010-02-05,16.0,"33.3386, 44.3939"
2010-02-05,1.0,"34.005, 71.535"
2010-02-05,61.0,"24.87, 66.99"
2010-02-05,33.0,"24.87, 66.99"
2010-02-06,1.0,"35.4722, 44.3923"
2010-02-06,1.0,"36.345, 43.145"
2010-02-07,2.0,"33.3386, 44.3939"
2010-02-08,11.0,"33.6, 73.04"
2010-02-08,1.0,"33.3386, 44.3939"
2010-02-08,4.0,"33.3386, 44.3939"
2010-02-08,1.0,"33.3386, 44.3939"
2010-02-08,2.0,"36.345, 43.145"
2010-02-08,2.0,"33.3386, 44.3939"
2010-02-09,1.0,"36.345, 43.145"
2010-02-09,4.0,"30.22, 67.025"
2010-02-10,1.0,"-4.6166, 55.45"
2010-02-10,1.0,"48.4333, -123.35"
2010-02-10,1.0,"36.0444, 14.2397"
2010-02-10,1.0,"28.8285, -96.985"
2010-02-10,1.0,"-32.61, -60.18"
2010-02-10,1.0,"-38.2395, -72.34"
2010-02-10,1.0,"44.8634, -93.6586"
2010-02-10,2.0,"39.232, 117.777"
2010-02-10,1.0,"33.3386, 44.3939"
2010-02-10,1.0,"42.98, 47.5"
2010-02-10,1.0,"42.98, 47.5"
2010-02-10,3.0,"36.345, 43.145"
2010-02-11,2.0,"33.3386, 44.3939"
2010-02-11,1.0,"36.345, 43.145"
2010-02-11,1.0,"25.5705, 91.88"
2010-02-11,37.0,"32.989, 70.5986"
2010-02-11,1.0,"-12.97, -38.48"
2010-02-12,1.0,"2.0667, 45.3667"
2010-02-13,1.0,"33.3386, 44.3939"
2010-02-13,2.0,"33.3386, 44.3939"
2010-02-13,2.0,"33.3386, 44.3939"
2010-02-13,2.0,"33.3386, 44.3939"
2010-02-13,3.0,"33.3386, 44.3939"
2010-02-13,2.0,"33.3386, 44.3939"
2010-02-13,1.0,"36.345, 43.145"
2010-02-13,66.0,"18.53, 73.85"
2010-02-14,4.0,"42.4606, 21.7666"
2010-02-14,2.0,"35.4722, 44.3923"
2010-02-14,1.0,"33.3386, 44.3939"
2010-02-14,2.0,"33.3386, 44.3939"
2010-02-14,4.0,"33.3386, 44.3939"
2010-02-14,4.0,"33.3386, 44.3939"
2010-02-14,1.0,"36.345, 43.145"
2010-02-15,21.0,"2.0667, 45.3667"
2010-02-15,37.0,"15.3333, 38.9333"
2010-02-15,1.0,"33.3386, 44.3939"
2010-02-15,4.0,"33.3386, 44.3939"
2010-02-15,2.0,"33.563, 35.3688"
2010-02-16,1.0,"35.4722, 44.3923"
2010-02-16,1.0,"36.345, 43.145"
2010-02-16,11.0,"36.345, 43.145"
2010-02-16,7.0,"12.06, 24.89"
2010-02-17,1.0,"53.3331, -6.2489"
2010-02-17,1.0,"37.7161, -121.8964"
2010-02-17,1.0,"40.1112, -83.1453"
2010-02-17,1.0,"32.5359, -82.9279"
2010-02-17,1.0,"33.6027, 71.4327"
2010-02-17,1.0,"30.22, 67.025"
2010-02-18,15.0,"31.112, 61.887"
2010-02-18,17.0,"30.3006, -97.7517"
2010-02-18,17.0,"43.6722, -92.9761"
2010-02-18,2.0,"36.345, 43.145"
2010-02-18,2.0,"2.0667, 45.3667"
2010-02-19,11.0,"-1.9536, 30.0605"
2010-02-19,11.0,"-1.9536, 30.0605"
2010-02-19,11.0,"-1.9536, 30.0605"
2010-02-19,1.0,"24.6408, 46.7727"
2010-02-20,4.0,"34.005, 71.535"
2010-02-21,1.0,"33.3386, 44.3939"
2010-02-21,1.0,"36.345, 43.145"
2010-02-22,2.0,"34.005, 71.535"
2010-02-22,1.0,"35.4722, 44.3923"
2010-02-22,1.0,"33.3386, 44.3939"
2010-02-22,2.0,"33.3386, 44.3939"
2010-02-22,2.0,"33.3386, 44.3939"
2010-02-22,5.0,"33.3386, 44.3939"
2010-02-22,1.0,"33.3386, 44.3939"
2010-02-23,2.0,"35.4722, 44.3923"
2010-02-23,4.0,"33.3386, 44.3939"
2010-02-23,3.0,"36.345, 43.145"
2010-02-23,1.0,"36.345, 43.145"
2010-02-23,1.0,"36.345, 43.145"
2010-02-23,1.0,"36.345, 43.145"
2010-02-23,1.0,"24.8, 93.95"
2010-02-23,1.0,"23.7231, 90.4086"
2010-02-24,6.0,"39.232, 117.777"
2010-02-24,1.0,"33.3386, 44.3939"
2010-02-24,1.0,"33.3386, 44.3939"
2010-02-25,1.0,"33.3386, 44.3939"
2010-02-25,4.0,"33.3386, 44.3939"
2010-02-25,2.0,"36.345, 43.145"
2010-02-25,1.0,"36.345, 43.145"
2010-02-26,53.0,"34.5167, 69.1833"
2010-02-26,9.0,"2.0667, 45.3667"
2010-02-26,1.0,"33.3386, 44.3939"
2010-02-27,4.0,"33.3386, 44.3939"
2010-02-28,1.0,"33.3386, 44.3939"
2010-03-01,10.0,"39.232, 117.777"
2010-03-01,2.0,"33.3386, 44.3939"
2010-03-02,2.0,"36.345, 43.145"
2010-03-02,2.0,"6.864, 101.25"
2010-03-02,1.0,"42.98, 47.5"
2010-03-03,3.0,"36.345, 43.145"
2010-03-03,4.0,"6.864, 101.25"
2010-03-04,14.0,"32.8204, 34.98"
2010-03-04,1.0,"36.345, 43.145"
2010-03-04,2.0,"36.345, 43.145"
2010-03-04,27.0,"33.3386, 44.3939"
2010-03-04,3.0,"35.4722, 44.3923"
2010-03-04,16.0,"-1.9536, 30.0605"
2010-03-04,3.0,"32.6998, -97.1251"
2010-03-04,3.0,"38.8786, -77.1011"
2010-03-04,3.0,"42.4187, -71.1639"
2010-03-04,3.0,"48.1697, -122.1446"
2010-03-04,3.0,"35.2594, -89.668"
2010-03-05,43.0,"39.232, 117.777"
2010-03-06,6.0,"33.3386, 44.3939"
2010-03-07,10.0,"33.3386, 44.3939"
2010-03-07,7.0,"33.3386, 44.3939"
2010-03-07,3.0,"33.3386, 44.3939"
2010-03-07,7.0,"33.3386, 44.3939"
2010-03-07,7.0,"36.345, 43.145"
2010-03-07,37.0,"36.345, 43.145"
2010-03-07,3.0,"22.84, 89.56"
2010-03-07,12.0,"33.3386, 44.3939"
2010-03-07,44.0,"33.3386, 44.3939"
2010-03-08,1.0,"30.22, 67.025"
2010-03-08,3.0,"32.32, -9.24"
2010-03-08,3.0,"35.8331, 14.4847"
2010-03-08,127.0,"31.56, 74.35"
2010-03-09,2.0,"35.4722, 44.3923"
2010-03-09,1.0,"24.87, 66.99"
2010-03-10,2.0,"2.0667, 45.3667"
2010-03-11,2.0,"33.3386, 44.3939"
2010-03-11,2.0,"24.87, 66.99"
2010-03-11,5.0,"24.87, 66.99"
2010-03-12,147.0,"31.56, 74.35"
2010-03-12,4.0,"30.22, 67.025"
2010-03-12,3.0,"31.56, 74.35"
2010-03-12,4.0,"31.56, 74.35"
2010-03-13,14.0,"33.3386, 44.3939"
2010-03-13,19.0,"33.3386, 44.3939"
2010-03-13,11.0,"33.3386, 44.3939"
2010-03-13,1.0,"36.345, 43.145"
2010-03-13,3.0,"34.005, 71.535"
2010-03-14,2.0,"24.87, 66.99"
2010-03-14,1.0,"36.345, 43.145"
2010-03-14,1.0,"36.345, 43.145"
2010-03-15,5.0,"5.52, 5.76"
2010-03-16,2.0,"33.3386, 44.3939"
2010-03-17,1.0,"36.345, 43.145"
2010-03-19,9.0,"33.3386, 44.3939"
2010-03-20,2.0,"13.75, 100.5166"
2010-03-20,5.0,"33.3386, 44.3939"
2010-03-21,1.0,"39.232, 117.777"
2010-03-21,1.0,"33.3386, 44.3939"
2010-03-22,4.0,"30.22, 67.025"
2010-03-22,5.0,"31.829, 70.8986"
2010-03-22,1.0,"13.75, 100.5166"
2010-03-22,2.0,"33.3386, 44.3939"
2010-03-23,2.0,"33.3386, 44.3939"
2010-03-24,7.0,"36.345, 43.145"
2010-03-24,1.0,"36.345, 43.145"
2010-03-24,60.0,"3.8724, -77.0505"
2010-03-24,3.0,"33.3386, 44.3939"
2010-03-25,3.0,"33.3386, 44.3939"
2010-03-27,9.0,"2.0667, 45.3667"
2010-03-27,1.0,"45.47, 9.205"
2010-03-27,1.0,"42.0815, -83.6854"
2010-03-27,1.0,"35.9126, -88.7554"
2010-03-27,1.0,"41.4416, -90.5595"
2010-03-27,2.0,"33.3386, 44.3939"
2010-03-27,7.0,"13.75, 100.5166"
2010-03-28,1.0,"13.75, 100.5166"
2010-03-28,3.0,"37.9833, 23.7333"
2010-03-28,3.0,"33.9508, -83.3689"
2010-03-28,3.0,"39.3269, -82.0987"
2010-03-28,3.0,"34.7847, -86.951"
2010-03-28,3.0,"35.4573, -84.6045"
2010-03-28,3.0,"32.2041, -95.8321"
2010-03-28,1.0,"33.3386, 44.3939"
2010-03-29,2.0,"33.3386, 44.3939"
2010-03-29,68.0,"55.7522, 37.6155"
2010-03-29,68.0,"46.7307, -116.9986"
2010-03-29,5.0,"34.005, 71.535"
2010-03-31,2.0,"33.3386, 44.3939"
2010-03-31,1.0,"33.3386, 44.3939"
2010-03-31,1.0,"33.3386, 44.3939"
2010-03-31,1.0,"24.87, 66.99"
2010-04-01,3.0,"33.3386, 44.3939"
2010-04-01,2.0,"33.3386, 44.3939"
2010-04-01,1.0,"36.345, 43.145"
2010-04-03,3.0,"33.3386, 44.3939"
2010-04-03,4.0,"35.4722, 44.3923"
2010-04-03,1.0,"33.3386, 44.3939"
2010-04-04,1.0,"13.75, 100.5166"
2010-04-04,115.0,"33.3386, 44.3939"
2010-04-04,2.0,"33.3386, 44.3939"
2010-04-04,1.0,"33.3386, 44.3939"
2010-04-04,115.0,"33.3386, 44.3939"
2010-04-05,6.0,"33.3386, 44.3939"
2010-04-05,2.0,"36.345, 43.145"
2010-04-05,2.0,"30.22, 67.025"
2010-04-05,2.0,"34.005, 71.535"
2010-04-05,26.0,"34.005, 71.535"
2010-04-06,2.0,"13.75, 100.5166"
2010-04-06,3.0,"33.3386, 44.3939"
2010-04-06,1.0,"33.3386, 44.3939"
2010-04-06,6.0,"33.3386, 44.3939"
2010-04-06,30.0,"33.3386, 44.3939"
2010-04-06,30.0,"33.3386, 44.3939"
2010-04-06,31.0,"33.3386, 44.3939"
2010-04-06,29.0,"33.3386, 44.3939"
2010-04-06,29.0,"33.3386, 44.3939"
2010-04-06,27.0,"33.3386, 44.3939"
2010-04-06,1.0,"36.345, 43.145"
2010-04-07,1.0,"33.3386, 44.3939"
2010-04-07,6.0,"33.3386, 44.3939"
2010-04-07,4.0,"33.3386, 44.3939"
2010-04-07,3.0,"39.232, 117.777"
2010-04-08,4.0,"24.87, 66.99"
2010-04-08,1.0,"33.3386, 44.3939"
2010-04-09,1.0,"35.4722, 44.3923"
2010-04-09,2.0,"36.345, 43.145"
2010-04-09,1.0,"42.98, 47.5"
2010-04-09,1.0,"24.8, 93.95"
2010-04-11,1.0,"35.4722, 44.3923"
2010-04-11,1.0,"33.3386, 44.3939"
2010-04-12,11.0,"2.0667, 45.3667"
2010-04-12,1.0,"55.7522, 37.6155"
2010-04-12,1.0,"46.7307, -116.9986"
2010-04-12,1.0,"33.3386, 44.3939"
2010-04-12,6.0,"33.3386, 44.3939"
2010-04-12,24.0,"36.345, 43.145"
2010-04-12,50.0,"2.0667, 45.3667"
2010-04-13,3.0,"18.4991, -67.022"
2010-04-13,2.0,"33.3386, 44.3939"
2010-04-13,2.0,"33.3386, 44.3939"
2010-04-13,6.0,"33.3386, 44.3939"
2010-04-13,10.0,"33.3386, 44.3939"
2010-04-13,6.0,"33.3386, 44.3939"
2010-04-14,7.0,"33.3386, 44.3939"
2010-04-15,5.0,"33.3386, 44.3939"
2010-04-15,1.0,"42.98, 47.5"
2010-04-16,44.0,"30.22, 67.025"
2010-04-16,5.0,"35.4722, 44.3923"
2010-04-17,1.0,"24.87, 66.99"
2010-04-17,1.0,"24.87, 66.99"
2010-04-17,1.0,"24.87, 66.99"
2010-04-17,6.0,"2.0667, 45.3667"
2010-04-17,107.0,"33.6027, 71.4327"
2010-04-18,1.0,"25.3596, 97.3928"
2010-04-18,5.0,"33.3386, 44.3939"
2010-04-18,2.0,"36.345, 43.145"
2010-04-19,56.0,"34.005, 71.535"
2010-04-19,11.0,"34.005, 71.535"
2010-04-20,2.0,"42.98, 47.5"
2010-04-20,2.0,"42.98, 47.5"
2010-04-20,1.0,"35.4722, 44.3923"
2010-04-20,2.0,"33.3386, 44.3939"
2010-04-21,1.0,"34.5167, 69.1833"
2010-04-21,12.0,"36.728, 68.8725"
2010-04-22,20.0,"13.75, 100.5166"
2010-04-22,3.0,"13.75, 100.5166"
2010-04-22,4.0,"13.75, 100.5166"
2010-04-23,8.0,"33.3386, 44.3939"
2010-04-23,19.0,"33.3386, 44.3939"
2010-04-23,16.0,"33.3386, 44.3939"
2010-04-23,7.0,"33.3386, 44.3939"
2010-04-23,5.0,"33.3386, 44.3939"
2010-04-23,7.0,"33.3386, 44.3939"
2010-04-23,6.0,"33.3386, 44.3939"
2010-04-23,48.0,"33.3386, 44.3939"
2010-04-23,47.0,"33.3386, 44.3939"
2010-04-24,3.0,"2.0667, 45.3667"
2010-04-24,22.0,"33.3386, 44.3939"
2010-04-25,6.0,"33.3386, 44.3939"
2010-04-26,4.0,"15.3547, 44.2066"
2010-04-26,1.0,"33.3386, 44.3939"
2010-04-27,6.0,"33.3386, 44.3939"
2010-04-27,1.0,"30.22, 67.025"
2010-04-27,5.0,"19.665, 97.206"
2010-04-27,10.0,"2.0667, 45.3667"
2010-04-28,11.0,"23.1704, 89.2"
2010-04-29,1.0,"35.4722, 44.3923"
2010-04-29,28.0,"33.3386, 44.3939"
2010-04-29,2.0,"30.22, 67.025"
2010-04-29,2.0,"30.22, 67.025"
2010-05-01,50.0,"2.0667, 45.3667"
2010-05-01,7.0,"31.56, 74.35"
2010-05-02,3.0,"31.56, 74.35"
2010-05-02,77.0,"36.345, 43.145"
2010-05-03,7.0,"33.3386, 44.3939"
2010-05-03,3.0,"36.345, 43.145"
2010-05-04,25.0,"34.5167, 69.1833"
2010-05-04,1.0,"2.0667, 45.3667"
2010-05-04,3.0,"33.3386, 44.3939"
2010-05-04,13.0,"36.345, 43.145"
2010-05-05,4.0,"33.3386, 44.3939"
2010-05-05,23.0,"31.112, 61.887"
2010-05-07,5.0,"33.3386, 44.3939"
2010-05-07,8.0,"42.0578, 48.2774"
2010-05-07,1.0,"26.0133, -111.3517"
2010-05-07,2.0,"6.9551, 126.2166"
2010-05-07,5.0,"13.75, 100.5166"
2010-05-08,4.0,"39.232, 117.777"
2010-05-08,9.0,"13.75, 100.5166"
2010-05-09,2.0,"33.3386, 44.3939"
2010-05-09,8.0,"2.0667, 45.3667"
2010-05-09,9.0,"2.0667, 45.3667"
2010-05-09,5.0,"2.0667, 45.3667"
2010-05-10,3.0,"36.728, 68.8725"
2010-05-10,4.0,"12.7797, 45.0095"
2010-05-10,14.0,"33.3386, 44.3939"
2010-05-10,23.0,"33.3386, 44.3939"
2010-05-11,30.0,"36.728, 68.8725"
2010-05-11,6.0,"34.005, 71.535"
2010-05-12,4.0,"2.0667, 45.3667"
2010-05-12,25.0,"33.3386, 44.3939"
2010-05-12,29.0,"33.3386, 44.3939"
2010-05-13,1.0,"24.87, 66.99"
2010-05-13,1.0,"11.5612, 124.3952"
2010-05-14,12.0,"33.3386, 44.3939"
2010-05-14,1.0,"36.345, 43.145"
2010-05-14,1.0,"51.5, -0.1167"
2010-05-14,1.0,"42.97, -81.25"
2010-05-14,1.0,"37.1209, -84.0804"
2010-05-14,1.0,"39.8936, -83.4375"
2010-05-15,30.0,"-1.9536, 30.0605"
2010-05-15,4.0,"-1.9536, 30.0605"
2010-05-15,1.0,"17.4, 78.48"
2010-05-15,1.0,"32.32, -9.24"
2010-05-15,1.0,"35.8331, 14.4847"
2010-05-15,1.0,"39.232, 117.777"
2010-05-15,4.0,"13.75, 100.5166"
2010-05-16,1.0,"13.4108, 121.1797"
2010-05-16,5.0,"30.22, 67.025"
2010-05-16,47.0,"2.0667, 45.3667"
2010-05-17,1.0,"2.0667, 45.3667"
2010-05-18,22.0,"31.829, 70.8986"
2010-05-18,1.0,"24.87, 66.99"
2010-05-18,66.0,"34.5167, 69.1833"
2010-05-19,7.0,"30.22, 67.025"
2010-05-19,3.0,"33.6027, 71.4327"
2010-05-19,2.0,"34.2, 72.04"
2010-05-20,1.0,"33.1757, 68.7304"
2010-05-20,6.0,"2.0667, 45.3667"
2010-05-21,7.0,"36.345, 43.145"
2010-05-21,1.0,"31.56, 74.35"
2010-05-22,2.0,"6.5505, 101.2851"
2010-05-22,2.0,"30.22, 67.025"
2010-05-22,1.0,"33.3386, 44.3939"
2010-05-23,1.0,"33.3386, 44.3939"
2010-05-24,2.0,"36.345, 43.145"
2010-05-25,2.0,"2.931, -75.3302"
2010-05-25,2.0,"36.728, 68.8725"
2010-05-25,17.0,"30.22, 67.025"
2010-05-26,30.0,"6.5505, 101.2851"
2010-05-26,1.0,"36.345, 43.145"
2010-05-27,6.0,"33.3386, 44.3939"
2010-05-27,4.0,"33.3386, 44.3939"
2010-05-27,3.0,"33.3386, 44.3939"
2010-05-27,2.0,"33.3386, 44.3939"
2010-05-27,1.0,"33.3386, 44.3939"
2010-05-27,1.0,"33.3386, 44.3939"
2010-05-27,1.0,"33.3386, 44.3939"
